RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Class
1.5173122122791167,14.1570498981422,2.0922841200900733,1.633819219083713,73.08455347597109,0.0,8.943785200621914,0.0,0.0,positive
1.5149767281414472,14.288916991005523,1.9028477908767247,1.5823549798021,73.87605136818544,0.0,8.212890057468158,0.0,0.0,positive
1.5191858103756233,14.117885338570277,0.2028723937985121,2.014914910174816,72.7406847352159,0.0,10.79116401357194,0.0,0.0,positive
1.519120695272608,14.284603530488605,0.12627404917355795,2.0342577292254354,72.69987980564602,0.0,10.73401612816175,0.0,0.0,positive
1.518439951134296,14.042276878777695,2.3230891961340685,1.5588805126162035,72.59018955571261,0.0,9.371753524613453,0.0,0.0,positive
1.5192492499141885,14.006768675323759,0.948950701382973,1.7358050761035466,72.74761598906362,0.0,10.444898374921468,0.0,0.0,positive
1.5191704455795225,14.144797338764468,0.022175287064404244,2.0825141674712837,72.73900601395621,0.0,10.875028131358928,0.0,0.0,positive
1.5196393349998307,14.518563282876334,0.0,0.7150101822901824,73.40299223551342,0.0,11.185033152161607,0.0,0.0,positive
1.5148578794170318,14.295627477934723,1.8932077056704828,1.5797360542041994,73.91632931884672,0.0,8.175696075267968,0.0,0.0,positive
1.5111890876763256,17.367916227804727,0.003954412995696811,0.3484439902878138,75.3952606678398,0.0,6.662600031150891,0.0,0.0,positive
1.5123368792012581,16.85066009674645,0.3523497376219097,0.5535156703156202,74.96964323199832,0.0,7.076723363679819,0.0,0.0,positive
1.5187182223358264,14.58452483910314,1.417482179723625,1.7047058865966687,72.57633981416596,0.0,9.6675737832679,0.0,0.0,positive
1.5193299884301208,14.275131609991302,0.0,1.6190491698511211,72.96655106986556,0.0,10.988091437857625,0.0,0.0,positive
1.5190943016125427,14.05271806773477,1.5573268213486717,1.7454987189044475,72.49783511848784,0.0,10.029477415425745,0.0,0.0,positive
1.5127490715741572,16.725279391426312,0.5024776305394788,0.6278819843806219,74.73055370005828,0.0,7.232272478060336,0.0,0.0,positive
1.5187740716399343,14.732344887786711,1.1870470029909632,1.7178223825131398,72.54796568717407,0.0,9.76957680845857,0.0,0.0,positive
1.5192979165210154,13.839486605819319,2.405803757985697,1.2771420702203085,72.66819835770126,0.0,9.72032959673362,0.0,0.0,positive
1.5185321685742181,14.31134034849962,2.288724473276259,1.6001384054403576,72.37675552338061,0.0,9.362097721813617,0.0,0.0,positive
1.5164725882272883,15.200730316468695,1.6725214580809842,1.2950624893506852,73.14842963905443,0.0,8.597716147133996,0.0,0.0,positive
1.5191979900236865,14.21071936106182,1.8400771731700836,1.382244683778052,72.66898337902923,0.0,9.830369150106284,0.0,0.0,positive
1.5192980168044032,13.970482241958683,2.1653837600621455,1.2720467705979546,72.72151560164207,0.0,9.793860053752406,0.0,0.0,positive
1.518647713674701,14.397904900203569,1.708402112338562,1.6881465653928975,72.61216159810334,0.0,9.538796946173202,0.0,0.0,positive
1.5193300100404483,14.242942814176805,1.3575073946153744,1.1288124324125417,72.84785942062163,0.0,10.28328491250088,0.0,0.0,positive
1.5192176399578559,14.186722106775521,0.0,1.9473780057446595,72.80804438837852,0.0,10.916566155556739,0.0,0.0,positive
1.5189876474720503,14.366151203461438,1.7976062638462054,1.6272605927579638,72.41656179543406,0.0,9.711081771432182,0.0,0.0,positive
1.5190900229708346,14.3720766596256,0.2071920017750248,1.998018343571841,72.67493926986224,0.0,10.637058759565782,0.0,0.0,positive
1.5145514435413292,14.251527136180677,1.9053515113170407,1.4533204636780923,74.1117369010676,0.0,8.123076369677307,0.0,0.0,positive
1.5186639961682313,15.057083252111749,0.7601742260058956,1.703146652009333,72.57659326456088,0.0,9.860045225724848,0.0,0.0,positive
1.5140513442384025,16.08602056482819,0.8613242864718321,0.8599777591301038,74.33354119077254,0.0,7.699083147836172,0.0,0.0,positive
1.5175104168249305,14.775803889143694,1.998639227339874,1.4810208379631762,72.70745575643541,0.0,8.978296286890494,0.0,0.0,positive
1.5188416184976918,13.977868233829682,2.2722731908943423,1.4866153834493285,72.70464997911064,0.0,9.487846883755047,0.0,0.0,positive
1.5190172664119572,14.205111219885756,2.0588555855389163,1.5980447200753534,72.39562830410384,0.0,9.649874063086214,0.0,0.0,positive
1.518700668905286,14.538065012995665,1.4899079320852862,1.7005833732783084,72.58525779936306,0.0,9.635514242934912,0.0,0.0,positive
1.519016969208196,13.915611512525562,2.3180446236566454,1.38844636396136,72.72329058806253,0.0,9.579626917741765,0.0,0.0,positive
1.518699013295978,14.53368300228978,1.4967390041925368,1.700194544928964,72.58609892835305,0.0,9.632490442358476,0.0,0.0,positive
1.5189034404010906,14.091387244951132,2.3597508464979637,1.5724411398349711,72.37138672146334,0.0,9.511676378087499,0.0,0.0,positive
1.5192344841020844,14.123070511465489,1.9587630291012696,1.3420397381218176,72.68814939673683,0.0,9.817049059076366,0.0,0.0,positive
1.519136580027918,14.107023003374902,0.6706753267152233,1.9420989182332007,72.63502653484186,0.0,10.51674450437664,0.0,0.0,positive
1.5190574295885764,14.00535742588892,2.330596937304515,1.5740389516204196,72.37818718119307,0.0,9.604520055453898,0.0,0.0,positive
1.5183689775520914,14.32862388299583,2.222999876694855,1.633734441091794,72.48363846743183,0.0,9.283448308576233,0.0,0.0,positive
1.513931202856239,14.411400074162511,1.830390191509679,1.5529031320224156,74.16376573558904,0.0,7.888145191115076,0.0,0.0,positive
1.519343740224134,13.860667024943615,2.3140852328792842,1.221674006407069,72.74552869940169,0.0,9.777171315750165,0.0,0.0,positive
1.5191926986613653,14.167095247701832,0.0,2.0202668192490516,72.77285599587968,0.0,10.900687583855017,0.0,0.0,positive
1.5193309134378028,13.891473476711157,2.272370023688602,1.235805072871486,72.73879230750603,0.0,9.781853005740876,0.0,0.0,positive
1.518767964683478,14.17164731961221,2.3338335853831507,1.5825477697007597,72.37334577744286,0.0,9.45709567917229,0.0,0.0,positive
1.5193658337620604,13.80760435648497,2.385937724418095,1.1973339071179183,72.7571318185296,0.0,9.76910732429546,0.0,0.0,positive
1.5193964406440195,13.844295060819828,2.2382967358121424,1.1437009068376933,72.81258125433712,0.0,9.87040445598507,0.0,0.0,positive
1.5194681571973305,14.38385967564877,0.0,1.2152627223790222,73.16148627756384,0.0,11.076054895487276,0.0,0.0,positive
1.5190759288902211,14.020426618082206,2.3090290331532324,1.5277641343686161,72.40617313664438,0.0,9.627495504504788,0.0,0.0,positive
1.5183293369279767,14.099620576160754,2.174785369713075,1.6562323648053472,72.73984892298056,0.0,9.262096703510338,0.0,0.0,positive
1.518946085781298,14.815724831073288,1.0208354788174139,1.659763580552639,72.536687911321,0.0,9.92231248959409,0.0,0.0,positive
1.519000999633909,14.293554684707148,1.9153769619095065,1.6140901328384287,72.40712501729857,0.0,9.683489452753406,0.0,0.0,positive
1.515030406091752,14.423848099056825,1.9340488569579135,1.5695940927203045,73.71301620257391,0.0,8.23502599176229,0.0,0.0,positive
1.517432001454198,14.578270861534387,1.8649425836940157,1.4642731220989047,73.07924733871823,0.0,8.926279415794824,0.0,0.0,positive
1.5193086046505029,13.90280669205162,1.6469898457075443,1.474666817871014,72.7541009470845,0.0,10.120928400650081,0.0,0.0,positive
1.5193388305970743,13.849864845334976,2.002460953682762,1.3416841524383223,72.75740336247424,0.0,9.955949163251605,0.0,0.0,positive
1.5160773756603887,14.226771765418643,1.9921237668437992,1.6066086179946695,73.50304083162814,0.0,8.557340235032347,0.0,0.0,positive
1.5196590489323738,14.534076613386489,0.0,0.6573978944482368,73.43080560905965,0.0,11.197583786469071,0.0,0.0,positive
1.5186125131791237,14.256488412936745,2.292373396091316,1.488190256741773,72.49615185342617,0.0,9.414283811225532,0.0,0.0,positive
1.5185347841701793,14.689377457512457,1.6131217624529057,1.6713839384724993,72.4309608063975,0.0,9.556633075829659,0.0,0.0,positive
1.519036950555775,14.098087328852765,2.2324765603829912,1.5786284465202334,72.38171633239769,0.0,9.609196667554071,0.0,0.0,positive
1.5185081635197706,14.665466155396041,1.6787092955607634,1.6659014184872354,72.42567515014018,0.0,9.525681423405883,0.0,0.0,positive
1.5185422752380258,14.092946074673273,2.1693267920404535,1.6497189905802974,72.67962057527592,0.0,9.34395562082655,0.0,0.0,positive
1.5138184873777087,14.483708724417736,1.6075188731198333,1.5670191904012822,74.26048380237123,0.0,7.922859576863955,0.0,0.0,positive
1.5186532033176512,14.2396355609871,2.311879095409265,1.5911090873135767,72.37500529210648,0.0,9.410860415276419,0.0,0.0,positive
1.519270222667405,13.825696108225559,2.3841508495548696,1.2466639685493557,72.75021262724475,0.0,9.712181904411738,0.0,0.0,positive
1.5189196623271004,14.735790584901753,1.1979537084495366,1.6943205667274959,72.46461099796674,0.0,9.851573461446232,0.0,0.0,positive
1.5193114621672188,13.897801647408599,1.6805955635859204,1.4620948314648583,72.75441315259829,0.0,10.105331505196656,0.0,0.0,positive
1.519229556713101,14.04126203455977,0.7173495505761613,1.8224476685972122,72.74546435651868,0.0,10.552387789344936,0.0,0.0,positive
1.518939262164106,14.126584454599497,0.78768825126063,1.9361784762143344,72.71464219463803,0.0,10.324441905866937,0.0,0.0,positive
1.5147741939084838,14.283656854138467,1.9319447428276506,1.5452870087406232,73.90803952645423,0.0,8.174024876948614,0.0,0.0,positive
1.5186306033161985,14.071769271891117,2.228782610123665,1.641699528581667,72.61395081341671,0.0,9.372299301242178,0.0,0.0,positive
1.5184877696097219,14.333112661536271,2.272908452599838,1.5372621755873028,72.45270881930617,0.0,9.356589454042844,0.0,0.0,positive
1.5183588704071513,14.531367526515384,2.0465352808880164,1.635154518579599,72.39603229533498,0.0,9.352099318532996,0.0,0.0,positive
1.5182024271078731,15.199775166854307,0.7134783140902687,1.619494947735935,72.75064351095556,0.0,9.662605782070841,0.0,0.0,positive
1.5184025878216934,14.278673909335813,2.216375201079742,1.6393316816955332,72.5226970934517,0.0,9.292107734729537,0.0,0.0,positive
1.5161940515340329,14.093972330910372,2.0776394163086835,1.3632144636518957,73.65169129117079,0.0,8.682815696828522,0.0,0.0,positive
1.5190378340896329,14.905463091108388,0.6236760915195827,1.5026501290098722,72.69567072461257,0.0,10.205300577169464,0.0,0.0,positive
1.5195091021018916,14.416080128659672,0.0,1.095604728111009,73.21925333763092,0.0,11.102121968750232,0.0,0.0,positive
1.5193124772491753,13.896023694376758,1.6925333967623664,1.4576288570447788,72.75452405805058,0.0,10.09979098567354,0.0,0.0,positive
1.5126183807177902,15.009174479215968,1.3863663252780203,1.2941864368959268,74.72370840187831,0.0,7.399400162835655,0.0,0.0,positive
1.5186719900722492,13.856294731876012,2.33754247372937,1.2272860309514517,72.9576944573771,0.0,9.527204410547316,0.0,0.0,positive
1.5151510483084618,14.19401456303823,1.9682421398852459,1.4204288745692162,73.94380545180042,0.0,8.32739923331995,0.0,0.0,positive
1.5191257811016943,14.093152214028775,0.8971474873119815,1.8918824891342536,72.59998454070428,0.0,10.392284746410493,0.0,0.0,positive
