RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Class
1.51731277395088,13.574080292001025,3.629157618625416,1.164567290124264,72.74627509125031,0.21676208937356006,8.535942746375865,0.0,0.0,positive
1.5165047601811044,13.298571945668668,3.514682051312924,1.327936048294517,72.6967460030184,0.5697619909447781,8.400952036220888,0.0,0.06746003018407323,positive
1.5168183158744566,12.905631547078755,3.5343684529212442,1.2973245702559013,72.7114034379528,0.5871842264606222,8.736763195074785,0.0,0.0,positive
1.5215253303908576,14.086058736152445,3.7670073420190553,0.6956211433144192,71.63934214659031,0.15204405211433425,9.47131277851408,0.0,0.12963582735253057,positive
1.518280179233795,13.60538829475291,3.4627718063270376,1.3782700058645272,72.00230585262355,0.5091350029322637,8.919667866975006,0.0,0.0,positive
1.517603901964327,13.376954843079863,3.5597283867690104,1.1642961221492163,72.68288064461503,0.42304515692013733,8.594074198464845,0.05135806615494849,0.1479341950779519,positive
1.5162554089027993,13.255957269267478,3.4,1.2372676558665812,72.82814124693265,0.5597816022334829,8.432239763132777,0.0,0.0,positive
1.5191854366330835,13.640936747678282,3.551240972139371,0.7837229164181133,72.66124097213938,0.15531626160859538,8.862834317329854,0.13594878482578612,0.2175180557212578,positive
1.5205603085000952,14.069953253919586,3.767622310898604,0.8005827357552453,71.92287317351835,0.05883452848950937,9.26937051816434,0.05515737045891503,0.08825179273426405,positive
1.5161954728523654,13.2530913133723,3.4955236922013757,1.3187838105854621,72.76016880501179,0.5493919052927311,8.396300591920431,0.0,0.0,positive
1.5181681839472376,13.64,3.623161139228301,0.6743989643379084,72.91460362481732,0.08439896433790836,8.920240414264837,0.03659844650686254,0.058557514410980054,positive
1.5161089065169318,13.298422349060361,3.5297301055475243,1.3402698944524756,72.67593767795447,0.5602698944524755,8.335397889049512,0.0,0.0,positive
1.51675131309216,12.930757590440017,3.5092424095599832,1.290345113766662,72.7672390898667,0.5746212047799916,8.70744947781998,0.0,0.0,positive
1.5166035780816143,13.104772066893732,3.4269883612057215,1.1941483986580392,73.00892046555178,0.4703414153814721,8.61778370568801,0.0,0.0,positive
1.5166864895846643,13.448035639680876,3.577951978620356,1.2551618839793706,72.70688613740028,0.39401238169876834,8.42959257098074,0.0,0.0,positive
1.516709504721973,13.082547164991661,3.4766745305395856,1.667665086593742,72.50667453053958,0.6020518869645834,8.464127365547924,0.0,0.13511792160208025,positive
1.5207176952520987,13.913549598792144,3.6593670976547537,0.8295780651031692,72.0084018501057,0.19481540348263657,9.014340726723702,0.07539556396577882,0.304657177896325,positive
1.5163538576692241,13.291921349616372,3.5469238446149456,1.3569238446149456,72.68269288346121,0.56,8.3765405726911,0.0,0.042309611537364095,positive
1.5172655500517154,13.455673407556302,3.3747755308145657,1.4576188071633975,72.2847623856732,0.5453741153090568,8.731197168988983,0.0,0.045673407556302247,positive
1.518210663926833,13.369048597559608,3.353667009145863,1.536095140244039,72.1204757012202,0.5639048597559609,8.95095140244039,0.0,0.0,positive
1.5170135877290074,13.239917238505859,3.4250206903735356,1.7239187749839957,72.33012414224122,0.5916735634578452,8.499345590437553,0.0,0.14779616922092043,positive
1.5208886402233823,14.004690240789035,3.676114225896883,1.081271141088922,71.55092520645978,0.3282703268542995,9.041729673145701,0.0,0.2661142258968834,positive
1.517730121344612,13.649756840335685,3.6570820840282257,1.1012462520846766,72.76708208402822,0.11121579832157269,8.607051630265122,0.003647394964718076,0.005835831943548921,positive
1.518339517941344,13.64,3.6110019525497883,0.6854527704092832,72.87591530356751,0.09545277040928322,8.915818891836286,0.05317915561392482,0.08508664898227972,positive
1.5177279850099767,13.436240155413463,3.3759399611466345,1.6530243883229163,72.03563976687981,0.5753133203822114,8.73384240785497,0.0,0.10416885435256391,positive
1.517595329149121,13.636305474401171,3.6445192319317576,1.1165495557211795,72.76523668674822,0.13857987951060113,8.583328403618816,0.0,0.0,positive
1.5176167464374342,13.639403572710595,3.648021430020673,1.1150678565297154,72.76631428616021,0.13211428303875805,8.587100001560724,0.0,0.0,positive
1.5165116889755992,13.410851356097796,3.3908513560977958,1.274891863413227,72.64425678048897,0.5259594926845687,8.621905248772748,0.0,0.0,positive
1.5177018349705733,13.259669846951466,3.3807174570280987,1.6214349140561979,72.26585395808685,0.5748063480102178,8.76420319284418,0.0,0.06292697904342555,positive
1.5169325808240661,12.862782190975196,3.577217809024804,1.3092271691735566,72.61618264661155,0.6086089045124019,8.786754110528937,0.0,0.0,positive
1.5166388849823913,13.426486730604823,3.4086371737271914,1.234840694430267,72.66580531746843,0.4870265387903537,8.670070802475438,0.0,0.0,positive
1.5181141462933943,13.427208694786056,3.3514363170336536,1.5914634266514416,72.02563682966345,0.5657181585168268,8.887073146697118,0.0,0.051463426651441706,positive
1.5165550017771434,13.404331319237423,3.3960021325721397,1.283334518095633,72.64200071085737,0.5213338072382532,8.642997511999171,0.0,0.003334518095633038,positive
1.5161218280137465,13.413451595876065,3.406184603894827,1.2258208036657194,72.69036380022911,0.5889085993126776,8.32436560274929,0.0,0.003638002291074721,positive
1.5167175692207673,13.445277730687835,3.429687447023813,1.2550116074294513,72.65910877078925,0.45973387674161764,8.642650472773369,0.0,0.0,positive
1.516206001601145,13.308109421013556,3.4,1.2317779556827835,72.78422364546226,0.569388577555129,8.396556711938093,0.0,0.0,positive
1.516273293977871,13.41614902271398,3.396149022713981,1.2431058637161154,72.67074511356991,0.5630431589978652,8.447082250438635,0.0,0.0,positive
1.5161669884978175,13.341909066278651,3.50915913401236,1.3310682002910115,72.6655341001455,0.5540454668606744,8.377636265114607,0.0,0.0,positive
1.5162426149023203,13.355353760412502,3.485630919278121,1.3209846796906235,72.66049233984532,0.5473231197937489,8.431415041650009,0.0,0.0,positive
1.5219574565279825,14.162881160530224,3.776610145066278,0.8540673935935895,71.43288188107502,0.2096608703976689,9.226441300809908,0.0,0.3072876837261458,positive
1.5217111211362124,14.119088201993335,3.7711360252491666,0.7637444166112556,71.55057545714291,0.17681615149500202,9.366031356146243,0.0,0.20601646710958957,positive
1.516153629989705,13.299992743855567,3.5331922612919606,1.3380846432248235,72.66616928644964,0.563192261291961,8.35936880388604,0.0,0.0,positive
1.5172066873767132,13.580086853235244,3.5809677471354933,1.143436722365753,72.74568238373399,0.25590569759601295,8.514888343068993,0.0,0.0,positive
1.5205309305588524,13.87646635645085,3.6431853191785524,0.8187902127857016,72.09537890941529,0.19009571809374445,8.997484707477659,0.08550917551340474,0.2958920478883825,positive
1.5165645764740656,13.39347999605897,3.4074917688787383,1.2897176493770768,72.64583058962624,0.5238870597508307,8.62959293630814,0.0,0.009717649377076854,positive
1.5167552034688156,12.929298699194149,3.5107013008058505,1.2907503613349585,72.76399710932033,0.5753506504029253,8.709151517606825,0.0,0.0,positive
1.5165676046853156,13.409204308008341,3.3895026925052134,1.2825859989728916,72.63502692505213,0.5203978459958295,8.653381690964551,0.0,0.0,positive
1.5182415529514675,13.358016803047304,3.3498058810665565,1.5371983196952697,72.12599159847635,0.5628016803047305,8.961983196952696,0.0,0.0,positive
1.5174543894805526,13.231517366050891,3.3970162617600113,1.6540325235200222,72.31623208180368,0.5807331860945495,8.67381891205812,0.0,0.08811604090183525,positive
1.5162949768156346,13.44820419345657,3.4318830012987314,1.2065110379120751,72.69981015424577,0.5311390745254186,8.354335539860173,0.0,0.0,positive
1.5177159231382245,13.647407686177543,3.657407686177542,0.990753564166934,72.82962321791653,0.09703843088771022,8.685546356141112,0.0,0.0,positive
1.5169772078051966,13.437268583310425,3.380910472229858,1.3860444906516562,72.42791101869669,0.5351492129502367,8.698477481440758,0.0,0.02726858331042588,positive
1.5162071057297646,13.243720384356262,3.491322930918324,1.3161987267189688,72.77115541144438,0.5480993633594844,8.404378979003223,0.0,0.0,positive
1.5171184090695606,13.534962831609679,3.613266150341432,1.1926829647805437,72.73405088487802,0.27177101804888987,8.502937389170667,0.0,0.0,positive
1.5168695379573764,12.971564900820507,3.577064081557355,1.3305514290985145,72.63642326598381,0.5953204077867753,8.687242854507426,0.0,0.029359184426449338,positive
1.516532842503993,13.33946362752705,3.3919063884452147,1.2761872231095703,72.71053637247294,0.52,8.636655280883497,0.0,0.0,positive
1.5212213931963192,14.085067115543037,3.7865841247449143,0.6274716513302048,71.73493288445697,0.08911247341470989,9.619618143148669,0.0,0.0,positive
1.5183382354141766,13.61773226973713,3.459183242125362,1.4389141143338633,71.94960917663448,0.5334753115030363,8.836524688496963,0.0,0.049183242125361626,positive
1.5220371220641475,14.201278728167658,3.7904111336932234,0.9030592442045178,71.3721463226421,0.2100453270879884,9.170365806605236,0.0,0.3378990044458944,positive
1.5176143474895718,13.08966907253536,3.462722175726625,1.4223912482619843,72.38033092746464,0.5855671199430469,8.887731520227812,0.0,0.0,positive
1.5163256823326092,13.370121303574976,3.459787718743792,1.3099090223187682,72.65495451115939,0.5399393482125121,8.490485214299904,0.0,0.0,positive
1.5164207106654428,13.394545542730633,3.556221626734319,1.2936078911623583,72.69017048210333,0.4692328305350489,8.38446030167897,0.0,0.0,positive
1.5166865140669967,13.21748016192777,3.4565068531522245,1.2905010820766671,72.62949891792333,0.5515032462300011,8.699005049691113,0.0,0.0,positive
1.5168563840532472,13.218819873645378,3.474508280685574,1.078199795127199,73.00701966877259,0.3829047635385435,8.684311592959803,0.0,0.0,positive
1.521257747560166,14.26077987413647,3.871410973721054,0.7789481673590253,71.55922012586353,0.02246280636202888,9.522673172890224,0.0,0.0,positive
1.5177790005341818,13.641099946581825,3.6510999465818244,0.7005975427639195,72.97470122861804,0.06549973290912169,8.893701762799797,0.0,0.0,positive
1.516302797094111,13.359160871766724,3.457459176664761,1.2740792250962456,72.69337995156852,0.579860145294454,8.360559418822184,0.0,0.03379951568515358,positive
1.516474650228416,13.273802465737596,3.554976681894402,1.3649766818944022,72.68873251142081,0.56,8.398685875209607,0.0,0.062441704736005604,positive
1.5164506760267649,12.252102301044053,3.5134212642111393,1.3885325953347563,72.85146740466524,0.5728194581952261,8.51590270902387,0.0,0.01597692977294773,positive
1.5170729326251648,13.50699556757088,3.499647163340995,1.0143164888275895,72.79181914924138,0.32600886485824004,8.768081560521072,0.0,0.0,positive
1.51665179711369,13.143594227379674,3.454313072855609,1.746341935957238,72.48790730023529,0.5985623090481303,8.382156536427805,0.0,0.16748404083422808,positive
1.5168282564756481,13.036927246890334,3.5753440198186754,1.3425918612692722,72.65190382163192,0.586720099093377,8.627040693653639,0.0,0.04655980181324602,positive
1.5167826330559349,13.011940497718122,3.509456197488015,1.5541900856184094,72.53945619748802,0.6045735536529242,8.567515699769894,0.0,0.09224958790028803,positive
1.5218521128730846,14.144153399659475,3.774269174957434,0.8154413867976662,71.48321273841516,0.19561504974460586,9.286136038585425,0.0,0.2639797367125348,positive
1.516447724997817,12.67993326930073,3.4491000087317185,1.2968250065487892,72.96089999126828,0.5404583369715494,8.559541663028451,0.0,0.0,positive
1.5179538999500122,13.500915007498172,3.3615250124969522,1.6266449725067045,71.94305002499391,0.5703050024993904,8.809389995001219,0.0,0.08725497750548555,positive
1.517743688245951,13.631409916587682,3.6402894709252043,0.673529358912005,72.98655465205029,0.07718016682463863,8.91954250715022,0.0,0.0,positive
1.516769975304782,13.450801871048279,3.436123854228489,1.168238353215585,72.70386379816253,0.43839625790344283,8.699671843015295,0.0,0.0,positive
1.5166374398612146,13.029289601463294,3.5619904679294367,1.320805719242338,72.63161143848468,0.5919904679294369,8.624312304950818,0.0,0.0,positive
1.518928323939008,13.612046687216585,3.5222115282287363,0.8097184409463858,72.65508242050608,0.21463602044031044,8.817575507788426,0.13094092310221728,0.20950547696354765,positive
1.5169074088905075,13.525106482787944,3.519439184986299,0.9476786582312384,72.83810458938301,0.33678892782904635,8.61143161136657,0.0,0.0,positive
1.5214170058022112,14.066801031504221,3.7646001289380275,0.6559021274774584,71.6910972278324,0.1376007736281667,9.532696712080291,0.0,0.085102385353514,positive
1.516689208948625,13.218417897250315,3.5441014767003787,1.4620119904488003,72.6525193739507,0.5686328410998738,8.42705073835019,0.0,0.11510747192477903,positive
1.521549398571763,14.090337523868959,3.7675421904836197,0.70444614297973,71.62784290460218,0.15525314290172,9.45767414266769,0.0,0.1395305239469699,positive
1.5182722054196034,13.347069492998754,3.3459743225495635,1.5382930507001247,72.13146525350062,0.5617069492998754,8.972930507001246,0.0,0.0,positive
1.517784831827883,13.640516817211687,3.650516817211686,0.6737735917375596,72.98811320413122,0.06258408605843038,8.91294503201436,0.0,0.0,positive
1.5216317808315887,14.104983258949096,3.769372907368637,0.7346529715825112,71.58848249157431,0.16623744421182224,9.410990862099755,0.0,0.17339878631978525,positive
1.516508657160945,13.240034994995739,3.394593648783899,1.2708127024322022,72.80996500500426,0.52,8.617844458512709,0.0,0.0,positive
1.5171917490743483,13.380994392119856,3.3718714950749105,1.3742682256104664,72.4587149507491,0.5345028039400718,8.77327383349061,0.0,0.0,positive
1.5168605664867796,12.936694426557654,3.544391873383946,1.4332588998248024,72.57439187338395,0.6072609133372266,8.67769744682629,0.0,0.046564473267147535,positive
1.5161144887523226,13.415653374303256,3.404105146491369,1.2238636672859944,72.69024147920537,0.589275562383876,8.322897750464497,0.0,0.002414792053746534,positive
1.5177383699651699,13.645163003483013,3.655163003483012,0.8874981602185499,72.88125091989072,0.08581501741505976,8.759620885060606,0.0,0.0,positive
1.5175046313731528,13.470933917435287,3.369688694188237,1.5169652344705638,72.16606953105887,0.5538521763529377,8.7583269643294,0.0,0.060933917435287865,positive
1.5213943324247081,14.062770208837007,3.7640962761046257,0.6475885557263278,71.70193006375055,0.13457765662775556,9.54554495933204,0.0,0.07578110793557963,positive
1.521453749026136,14.073333160201932,3.7654166450252413,0.6693746429164845,71.67354213195732,0.1424998701514489,9.511875551856342,0.0,0.10020793296696746,positive
1.5212436617147576,14.192698287995366,3.838544001101211,0.7202571448235909,71.62730171200464,0.04828685627761997,9.560235427312902,0.0,0.0,positive
1.5168740966396725,12.896874499230865,3.5760771809328866,1.312353691440268,72.61470738288054,0.6060771809328866,8.753910064582557,0.0,0.0,positive
1.5161091262676296,13.322648284409517,3.5267044033559904,1.3379719405267634,72.67861925276125,0.5589859702633817,8.336337685853865,0.0,0.0,positive
1.516113446570716,13.319168040256598,3.52514429390813,1.337011873174234,72.6826995390095,0.558505936587117,8.33933789633052,0.0,0.0,positive
1.5166139156265128,12.979260518101963,3.4614813915641456,1.6927518494100044,72.54724815059,0.5950794036153662,8.40460298192317,0.0,0.142116620487075,positive
1.5165175845236563,13.294724642903134,3.5183156150359287,1.3313558729749917,72.69695974206094,0.5691207738171891,8.403516904731244,0.0,0.0695974206093698,positive
1.521613520473308,14.266836117226145,3.8509256466702877,0.8627162355531416,71.442746587782,0.09405917721528208,9.346866469455007,0.0,0.15131258943327985,positive
1.5219540351119363,14.162272908788664,3.776534113598583,0.8528128743766209,71.43451655763046,0.20920468159149852,9.228380103236132,0.0,0.30588110157378706,positive
1.5164722380015212,12.328952006084773,3.5278218521335543,1.3546931112801326,72.8602769618925,0.5684356295732891,8.515920666159602,0.0,0.015643704267108604,positive
1.5214802040344582,14.287468423238602,3.8699708522202485,0.8500194318531676,71.46496599425696,0.057555866577856926,9.402414985642391,0.0,0.09258987232090027,positive
1.517063881602235,13.518185600470531,3.5117088005293478,1.2033685330000405,72.6986005335882,0.3351829325295094,8.627461333235306,0.0,0.0,positive
